reservation_id,user_id,nbr_place,number_of_voyageurs,Status,reminderSent,volId_frequency,account_age_days,payment_delay_days,total_payment_amount,payment_failures_count,payment_status,Pays,Ville,newsletter_abonne,satisfaction_client,annulations_precedentes,modifications_reservation,tentatives_paiement,email_domain,suspicious_email_domain,is_fraud,reservation_date,reservation_time
res_478498,user_9462,2,1,confirmé,False,50,1,6,501.08,0,réussi,Tunisia,New York,True,1,0,0,1,gmail.com,False,0,2024-10-11,22:25:07.677794
res_536304,user_9084,1,1,confirmé,True,99,11,6,242.95,0,réussi,France,Paris,True,4,0,0,0,gmail.com,False,0,2025-05-14,17:06:37.690640
res_348130,user_1382,1,1,confirmé,False,78,4,3,196.1,0,réussi,France,Berlin,False,3,0,0,1,mailinator.com,True,0,2024-12-16,10:11:30.717874
res_239510,user_8593,3,3,confirmé,False,74,14,0,687.46,0,réussi,Germany,Tunis,True,5,1,0,0,yahoo.com,False,0,2025-03-13,12:11:35.660154
res_911343,user_6621,2,2,confirmé,False,85,20,5,308.02,0,réussi,USA,Paris,True,1,0,2,1,gmail.com,False,0,2024-12-12,22:31:20.707319
res_439320,user_5064,2,2,annulé,False,23,23,7,300.42,1,échoué,Germany,Casablanca,False,1,4,2,2,mailinator.com,True,1,2025-07-15,10:30:34.634344
res_918742,user_4065,2,1,annulé,True,36,21,0,352.66,0,réussi,Germany,Casablanca,False,2,3,0,0,gmail.com,False,0,2024-08-21,09:54:01.703682
res_340497,user_5053,1,1,confirmé,True,61,6,4,115.61,1,échoué,Germany,Casablanca,True,1,6,1,2,mailinator.com,True,1,2025-07-01,15:22:56.637015
res_315338,user_9603,2,2,confirmé,True,92,18,6,231.79,0,réussi,Germany,Casablanca,True,5,0,0,0,yahoo.com,False,0,2025-03-13,09:25:07.661671
res_139341,user_9548,1,1,annulé,True,82,29,7,190.09,0,réussi,Tunisia,Tunis,False,5,0,0,0,gmail.com,False,0,2024-09-07,12:04:55.674393
res_444555,user_6710,3,3,confirmé,True,97,8,7,570.78,0,réussi,Morocco,New York,False,2,0,0,1,tempmail.com,True,0,2024-12-28,03:52:53.656492
res_826663,user_8202,2,2,confirmé,True,89,17,0,428.65,0,réussi,Tunisia,New York,True,4,1,0,0,gmail.com,False,0,2025-08-05,05:25:27.702607
res_178957,user_3306,1,1,annulé,False,47,5,7,236.64,1,échoué,France,New York,False,3,3,2,2,mailinator.com,True,1,2025-07-16,22:11:47.632740
res_225827,user_3521,2,1,confirmé,False,2,2,7,508.2,0,réussi,Morocco,Casablanca,True,5,0,1,0,gmail.com,False,0,2025-05-15,21:27:23.658947
res_253643,user_5789,1,1,annulé,True,48,1,2,228.27,0,réussi,USA,Paris,False,4,2,1,4,mailinator.com,True,1,2025-07-21,14:39:33.645200
res_615269,user_5235,3,2,confirmé,True,79,2,4,707.54,0,réussi,Germany,Berlin,False,3,0,0,0,hotmail.com,False,0,2024-11-06,17:16:02.700664
res_615604,user_5554,2,1,confirmé,False,8,25,0,407.54,0,réussi,USA,Paris,False,2,1,1,0,gmail.com,False,0,2024-11-02,06:43:16.670008
res_291860,user_4137,2,1,confirmé,True,83,24,0,390.26,0,réussi,Morocco,Tunis,False,5,1,0,0,yahoo.com,False,0,2025-06-07,03:32:03.680370
res_560985,user_6180,2,1,annulé,True,66,6,5,154.67,0,réussi,Morocco,Berlin,True,5,0,1,0,hotmail.com,False,0,2024-11-16,21:00:30.718276
res_792984,user_3444,1,1,confirmé,False,9,17,2,104.4,1,échoué,USA,Berlin,True,1,2,5,1,mailinator.com,True,1,2025-07-24,13:11:35.638061
res_419321,user_6105,2,1,confirmé,True,55,3,4,539.75,0,réussi,Germany,New York,True,2,0,1,0,tempmail.com,True,0,2025-07-24,14:50:32.728773
res_492415,user_8748,3,3,en attente,False,56,23,0,535.53,0,réussi,Morocco,New York,False,5,0,2,1,gmail.com,False,1,2025-07-27,05:21:41.644986
res_534837,user_3758,2,1,confirmé,True,27,8,4,474.04,0,réussi,USA,Berlin,False,3,1,3,0,gmail.com,False,0,2025-07-22,11:55:56.717467
res_201521,user_3721,2,1,en attente,False,36,20,7,523.45,0,réussi,Tunisia,New York,False,2,1,0,0,gmail.com,False,0,2024-08-18,23:10:44.705729
res_502347,user_9038,3,3,confirmé,False,85,13,4,648.74,0,réussi,France,Casablanca,True,2,0,0,0,mailinator.com,True,0,2025-01-02,09:34:16.678867
res_707161,user_8472,1,1,confirmé,True,95,19,7,293.5,0,réussi,Germany,Berlin,False,1,0,0,0,gmail.com,False,0,2024-11-14,19:51:20.737347
res_767259,user_3156,2,2,confirmé,False,98,1,1,134.31,0,réussi,France,Casablanca,False,3,0,2,0,gmail.com,False,0,2025-04-03,22:15:40.725789
res_277477,user_6729,3,3,confirmé,True,100,19,4,411.23,1,échoué,Tunisia,Berlin,False,3,1,4,7,tempmail.com,True,1,2025-08-06,23:54:28.637391
res_333497,user_4957,2,1,confirmé,False,29,5,7,576.52,0,réussi,Germany,New York,False,2,1,0,0,gmail.com,False,0,2024-08-19,10:45:21.674637
res_499392,user_4213,2,1,confirmé,True,68,26,5,316.69,0,réussi,Morocco,Tunis,True,1,0,0,0,gmail.com,False,0,2025-04-19,18:38:53.686943
res_680107,user_4810,2,2,confirmé,True,62,11,2,444.03,0,réussi,Germany,Berlin,False,2,1,0,0,gmail.com,False,0,2024-12-22,13:31:44.692315
res_564549,user_2642,1,1,en attente,True,20,7,5,295.96,0,réussi,USA,New York,True,3,3,1,0,gmail.com,False,0,2025-01-01,00:09:12.685266
res_575402,user_8913,1,1,confirmé,False,28,25,6,114.64,0,réussi,Tunisia,New York,False,5,1,1,0,hotmail.com,False,0,2025-03-22,11:22:58.680942
res_705412,user_9185,3,2,confirmé,True,80,0,0,419.26,0,réussi,Tunisia,Paris,True,2,1,0,1,gmail.com,False,0,2024-12-04,14:34:54.710782
res_881728,user_9381,3,1,confirmé,True,16,2,3,151.83,0,réussi,Germany,New York,True,4,1,0,0,gmail.com,False,0,2025-05-13,13:22:10.726883
res_791438,user_7932,1,1,confirmé,True,100,24,6,111.07,0,réussi,USA,Paris,True,4,1,0,0,gmail.com,False,0,2025-02-11,19:24:37.680245
res_801569,user_1420,3,3,en attente,True,51,18,6,797.56,1,échoué,USA,Berlin,False,5,2,4,1,mailinator.com,True,1,2025-07-27,06:20:49.645898
res_891312,user_7577,1,1,confirmé,True,23,17,5,142.67,0,réussi,Morocco,Paris,False,3,1,0,0,gmail.com,False,0,2025-01-14,02:34:25.737638
res_601365,user_8144,3,3,confirmé,True,64,2,7,675.04,0,réussi,Tunisia,Berlin,False,2,4,2,3,tempmail.com,True,1,2025-06-27,07:03:27.638661
res_792754,user_2733,3,3,annulé,False,16,30,3,575.92,0,réussi,Tunisia,Berlin,False,1,0,0,0,yahoo.com,False,0,2024-12-18,14:19:29.693547
res_213188,user_7183,3,3,en attente,True,32,5,0,689.1,0,réussi,USA,Tunis,False,4,0,1,0,hotmail.com,False,0,2024-09-28,06:19:45.696228
res_542897,user_7678,1,1,confirmé,False,9,25,3,151.6,0,réussi,France,Casablanca,False,3,1,0,0,gmail.com,False,0,2024-11-15,05:38:02.713968
res_903119,user_2349,3,2,confirmé,False,43,20,6,598.91,0,réussi,France,New York,True,2,1,0,0,gmail.com,False,0,2025-03-08,21:05:54.730517
res_354778,user_1228,1,1,confirmé,False,74,10,4,209.3,0,réussi,Tunisia,New York,True,1,0,0,0,gmail.com,False,0,2024-11-28,06:12:52.654597
res_147696,user_6367,3,3,confirmé,True,57,16,5,605.46,0,réussi,Tunisia,Tunis,True,4,0,0,0,hotmail.com,False,0,2024-08-25,05:22:44.685621
res_377030,user_7884,2,1,confirmé,True,40,21,2,122.3,0,réussi,France,Tunis,False,2,0,0,0,gmail.com,False,0,2025-07-13,22:43:26.668124
res_502480,user_1410,2,2,en attente,True,39,30,6,360.67,0,réussi,Morocco,New York,False,1,1,1,0,hotmail.com,False,0,2024-10-13,21:23:35.724667
res_251860,user_2063,2,1,confirmé,True,79,12,5,439.86,0,réussi,Tunisia,Casablanca,False,5,0,0,0,gmail.com,False,0,2024-10-19,21:07:43.727566
res_749878,user_2600,2,2,confirmé,False,61,27,2,599.64,0,réussi,USA,Casablanca,True,2,1,0,0,gmail.com,False,0,2025-01-24,01:33:13.725202
res_239872,user_1752,2,1,confirmé,True,67,13,6,254.27,0,réussi,Tunisia,New York,True,4,0,0,0,gmail.com,False,0,2025-05-05,22:12:43.730598
res_439472,user_7794,2,1,confirmé,True,99,23,3,270.06,0,réussi,France,Paris,True,1,0,0,0,mailinator.com,True,0,2025-02-12,16:34:06.708437
res_296919,user_3385,2,2,confirmé,True,56,0,1,239.97,0,réussi,Tunisia,Casablanca,False,4,0,0,0,hotmail.com,False,0,2024-12-16,19:03:14.663417
res_371679,user_2895,1,1,confirmé,True,29,21,3,291.56,0,réussi,USA,Berlin,False,5,3,1,2,gmail.com,False,1,2025-07-18,17:31:11.641893
res_768922,user_4132,2,1,annulé,False,63,23,4,203.04,0,réussi,Germany,Casablanca,False,3,1,0,0,gmail.com,False,0,2025-07-05,20:57:30.729880
res_688821,user_6468,3,3,confirmé,True,5,6,3,686.2,0,réussi,Germany,New York,False,2,0,0,0,gmail.com,False,0,2025-03-25,13:25:24.710373
res_665244,user_9060,2,1,confirmé,False,87,21,3,181.76,0,réussi,France,Tunis,True,3,1,1,0,yahoo.com,False,0,2024-12-01,04:59:22.693311
res_707065,user_9371,3,3,confirmé,True,60,12,0,731.08,0,réussi,France,Casablanca,False,5,0,0,2,gmail.com,False,0,2025-06-12,13:12:48.703454
res_529666,user_1567,2,1,confirmé,False,4,15,4,440.63,0,réussi,France,New York,False,5,1,0,0,gmail.com,False,0,2025-02-02,12:28:33.699562
res_121385,user_4403,3,1,confirmé,True,70,21,0,299.31,0,réussi,Germany,Paris,True,3,0,0,0,gmail.com,False,0,2025-05-05,23:51:50.729788
res_977362,user_8856,3,1,annulé,True,85,24,6,363.67,0,réussi,Tunisia,Paris,True,4,0,1,1,mailinator.com,True,0,2024-08-24,23:14:09.694280
res_447151,user_3686,1,1,confirmé,False,62,9,3,238.4,0,réussi,Morocco,Tunis,True,4,0,1,2,hotmail.com,False,0,2025-07-16,17:39:17.728182
res_252588,user_5681,3,2,confirmé,False,85,23,4,874.62,0,réussi,France,New York,False,4,0,0,0,gmail.com,False,0,2025-07-30,02:02:19.723302
res_640645,user_8822,1,1,confirmé,True,28,18,2,130.23,0,réussi,Morocco,Berlin,True,1,0,1,0,yahoo.com,False,0,2025-03-24,01:11:40.679468
res_937738,user_7626,1,1,confirmé,True,41,17,4,82.71,0,réussi,Morocco,Casablanca,True,4,0,0,0,mailinator.com,True,0,2024-12-17,18:21:14.653435
res_552494,user_3931,2,1,confirmé,True,29,2,6,294.09,0,réussi,France,Tunis,True,1,0,0,0,hotmail.com,False,0,2025-03-26,01:51:47.685409
res_773811,user_3646,1,1,confirmé,False,66,3,2,213.79,0,réussi,Germany,Tunis,False,5,0,0,0,tempmail.com,True,0,2025-04-03,02:18:52.739153
res_877963,user_4370,3,1,confirmé,True,45,9,3,200.59,0,réussi,France,Casablanca,True,1,1,0,0,gmail.com,False,0,2025-06-11,10:52:42.727030
res_940042,user_3653,1,1,en attente,False,46,23,7,269.28,0,réussi,USA,Paris,False,4,1,0,0,gmail.com,False,0,2025-05-15,23:27:16.702485
res_114582,user_4145,1,1,confirmé,True,77,0,3,254.69,0,réussi,Morocco,Paris,False,3,0,0,0,gmail.com,False,0,2025-01-15,08:51:07.729566
res_883714,user_3174,1,1,confirmé,True,3,23,3,269.3,0,réussi,France,New York,False,1,3,1,2,mailinator.com,True,1,2025-07-23,14:43:45.644713
res_215878,user_3265,3,2,confirmé,True,67,8,5,475.92,0,réussi,USA,Berlin,False,2,2,0,0,gmail.com,False,0,2025-05-23,09:18:32.720061
res_480976,user_7032,2,2,confirmé,True,38,9,4,268.56,0,réussi,Tunisia,Casablanca,False,3,0,0,0,hotmail.com,False,0,2024-10-27,02:23:25.694190
res_317708,user_4149,3,1,confirmé,True,39,11,0,744.82,0,réussi,Germany,Paris,False,3,0,0,0,gmail.com,False,0,2025-04-06,20:46:26.704471
res_135512,user_3839,3,1,en attente,True,43,28,1,816.83,0,réussi,USA,Paris,False,1,1,0,0,yahoo.com,False,0,2025-03-29,10:19:30.727816
res_743942,user_9790,1,1,confirmé,False,31,8,1,77.17,0,réussi,Germany,Paris,False,3,1,0,0,gmail.com,False,0,2024-09-29,01:12:06.703424
res_230145,user_3208,3,2,confirmé,True,73,19,1,752.68,0,réussi,USA,New York,False,3,3,2,0,gmail.com,False,0,2025-05-07,05:45:28.653269
res_322964,user_8802,2,2,annulé,False,60,11,7,300.76,1,échoué,Tunisia,Berlin,False,2,3,1,4,tempmail.com,True,1,2025-07-07,07:02:21.642930
res_865073,user_1571,1,1,confirmé,False,38,7,0,225.59,0,réussi,USA,New York,False,4,0,0,0,hotmail.com,False,0,2025-05-08,01:59:44.688733
res_620103,user_5891,2,2,confirmé,False,72,24,1,191.67,0,réussi,USA,Casablanca,False,2,1,0,0,gmail.com,False,0,2024-10-09,18:07:35.656815
res_273653,user_8649,2,2,confirmé,False,51,28,3,231.98,0,réussi,Germany,New York,False,5,0,0,0,yahoo.com,False,0,2024-09-08,18:27:29.678922
res_932046,user_7841,1,1,confirmé,True,69,28,5,256.2,0,réussi,USA,New York,True,3,0,0,0,gmail.com,False,0,2025-08-13,01:36:12.694464
res_176397,user_8423,1,1,confirmé,True,14,11,5,136.61,0,réussi,France,Berlin,False,3,0,1,0,gmail.com,False,0,2024-12-03,22:41:23.681071
res_193752,user_1953,2,1,confirmé,True,94,4,0,290.69,0,réussi,France,New York,False,2,0,1,1,gmail.com,False,0,2025-06-10,17:25:08.663770
res_204949,user_5848,3,3,confirmé,True,5,27,7,755.0,0,réussi,Tunisia,Casablanca,False,1,1,0,0,gmail.com,False,0,2025-02-06,13:11:17.670271
res_727354,user_9908,1,1,confirmé,False,99,27,4,241.46,0,réussi,Germany,Paris,False,4,2,2,0,tempmail.com,True,1,2025-08-05,17:37:16.636721
res_707473,user_1368,3,3,confirmé,False,21,9,2,723.0,0,réussi,Morocco,New York,False,1,0,0,0,gmail.com,False,0,2024-10-18,00:49:23.656130
res_870629,user_9381,2,1,confirmé,True,48,12,6,211.87,0,réussi,Germany,Casablanca,True,4,0,1,0,hotmail.com,False,0,2024-08-06,06:29:55.708373
res_362035,user_3675,2,1,annulé,True,97,9,6,374.11,1,échoué,Germany,New York,True,1,2,2,3,mailinator.com,True,1,2025-07-17,10:45:18.637064
res_857526,user_6786,3,3,confirmé,True,62,13,1,675.29,0,réussi,Morocco,Tunis,False,2,1,1,0,gmail.com,False,0,2024-11-08,17:36:03.687762
res_780261,user_9924,1,1,confirmé,False,30,6,7,165.1,0,réussi,France,Berlin,False,1,0,0,0,gmail.com,False,0,2025-01-28,01:22:49.655287
res_614084,user_8267,2,1,annulé,True,79,14,1,599.29,0,réussi,USA,Berlin,True,1,3,4,4,tempmail.com,True,1,2025-07-28,20:58:01.633055
res_846743,user_8685,3,2,confirmé,True,35,29,4,534.84,0,réussi,France,Paris,True,1,0,0,0,yahoo.com,False,0,2025-03-28,05:35:00.693486
res_874885,user_5034,1,1,confirmé,True,3,6,1,256.65,0,réussi,Tunisia,Casablanca,True,1,1,0,0,gmail.com,False,0,2024-09-29,08:52:24.696487
res_783758,user_1690,1,1,confirmé,True,93,6,2,167.0,0,réussi,Morocco,New York,True,4,0,0,1,gmail.com,False,0,2024-12-16,18:28:15.696009
res_271158,user_5217,3,2,confirmé,True,79,19,2,898.98,0,réussi,Germany,Paris,False,1,1,0,0,gmail.com,False,0,2025-05-09,17:38:58.701643
res_961750,user_6674,1,1,confirmé,True,44,9,6,212.06,0,réussi,Germany,Berlin,False,1,0,0,0,hotmail.com,False,0,2024-11-12,23:29:12.702681
res_311850,user_2536,3,3,confirmé,True,72,15,3,607.58,0,réussi,Tunisia,Paris,True,4,2,0,0,gmail.com,False,0,2025-05-18,09:11:19.701440
res_376032,user_2832,1,1,en attente,True,11,12,3,101.95,0,réussi,France,Berlin,True,3,1,0,1,tempmail.com,True,0,2025-02-28,10:10:30.696896
res_475874,user_2110,1,1,en attente,True,9,6,2,123.45,0,réussi,Tunisia,Paris,True,3,2,0,0,gmail.com,False,0,2024-09-06,09:21:52.684762
res_754922,user_5450,2,1,confirmé,True,37,28,0,502.95,0,réussi,France,Berlin,False,4,0,0,0,gmail.com,False,0,2025-02-12,21:38:14.740273
res_693818,user_6134,1,1,confirmé,True,42,23,7,270.17,0,réussi,Germany,Tunis,False,5,1,2,0,mailinator.com,True,0,2025-01-22,05:42:54.705354
res_984449,user_5141,1,1,confirmé,True,27,4,6,87.7,0,réussi,Germany,Berlin,True,1,2,0,1,gmail.com,False,0,2024-11-19,18:45:58.657275
res_806537,user_2795,3,1,confirmé,True,21,19,5,374.84,0,réussi,Morocco,New York,False,5,3,2,6,tempmail.com,True,1,2025-07-17,23:37:43.634117
res_748478,user_2692,1,1,confirmé,True,71,12,6,203.39,0,réussi,Morocco,Tunis,False,2,1,0,0,gmail.com,False,0,2024-09-09,02:53:08.694265
res_819265,user_6544,1,1,annulé,True,32,0,1,242.7,1,échoué,Morocco,Berlin,True,3,1,3,4,tempmail.com,True,1,2025-07-07,12:11:09.637161
res_992810,user_1573,1,1,confirmé,True,24,24,4,193.77,0,réussi,USA,Tunis,True,2,1,1,4,tempmail.com,True,1,2025-07-21,18:40:29.642078
res_370351,user_2188,1,1,confirmé,False,85,18,0,109.56,0,réussi,Germany,New York,False,2,0,0,0,mailinator.com,True,0,2025-04-08,10:58:12.683798
res_402538,user_9810,3,1,confirmé,False,42,9,2,396.4,0,réussi,Germany,New York,True,1,0,0,0,gmail.com,False,0,2025-01-19,16:35:17.739883
res_251512,user_5501,2,2,confirmé,False,23,3,6,538.83,0,réussi,Tunisia,New York,False,3,1,0,0,gmail.com,False,0,2024-08-22,22:16:32.689965
res_596215,user_1554,1,1,confirmé,True,75,23,3,232.35,0,réussi,Germany,Berlin,True,5,2,0,2,gmail.com,False,0,2024-10-10,17:55:37.648310
res_360996,user_4433,3,3,confirmé,True,80,3,1,321.3,0,réussi,Germany,Paris,True,2,1,0,1,hotmail.com,False,0,2024-12-27,02:11:36.707798
res_590012,user_1430,1,1,confirmé,True,99,17,6,144.86,0,réussi,USA,Casablanca,True,3,0,0,0,gmail.com,False,0,2024-09-09,18:44:04.649264
res_682916,user_7872,2,2,confirmé,False,78,28,7,228.2,0,réussi,Tunisia,Berlin,False,4,0,0,0,hotmail.com,False,0,2025-02-23,21:12:45.680736
res_735849,user_9803,2,1,annulé,False,85,20,7,423.83,0,réussi,France,New York,True,5,0,1,0,gmail.com,False,0,2025-02-21,20:51:47.719038
res_651065,user_3699,3,2,annulé,True,99,16,2,730.72,0,réussi,Germany,Paris,True,3,0,0,1,gmail.com,False,0,2025-07-08,12:07:03.666351
res_442601,user_5425,2,1,confirmé,False,8,15,0,255.18,0,réussi,Morocco,Tunis,True,1,0,0,0,yahoo.com,False,0,2024-11-29,12:16:59.698109
res_764398,user_1216,2,2,confirmé,True,7,30,5,161.75,0,réussi,France,Casablanca,True,1,0,0,0,yahoo.com,False,0,2025-03-11,19:26:36.663963
res_352371,user_4776,1,1,en attente,True,27,8,6,229.89,0,réussi,Tunisia,Tunis,False,5,0,1,0,gmail.com,False,0,2025-02-22,14:44:12.647728
res_283877,user_3514,2,1,annulé,False,99,5,2,409.32,1,échoué,USA,New York,False,2,1,3,3,mailinator.com,True,1,2025-07-11,15:11:34.639479
res_862538,user_8563,3,3,annulé,False,32,9,0,299.85,0,réussi,Germany,New York,True,5,3,1,5,tempmail.com,True,1,2025-07-16,05:55:21.634958
res_194560,user_5097,3,1,confirmé,True,90,23,7,284.16,0,réussi,Germany,New York,False,1,0,1,4,mailinator.com,True,1,2025-07-19,03:28:17.637611
res_963150,user_1762,2,2,en attente,True,29,23,4,149.22,0,réussi,USA,Berlin,True,4,0,0,1,tempmail.com,True,0,2024-10-04,23:28:12.664483
res_217395,user_2368,3,3,confirmé,True,85,5,2,663.26,0,réussi,Morocco,Tunis,True,3,0,0,0,yahoo.com,False,0,2025-06-18,09:02:39.652842
res_202078,user_8014,3,3,confirmé,False,42,12,6,170.17,0,réussi,France,New York,False,5,1,2,6,tempmail.com,True,1,2025-08-01,10:43:03.639890
res_239110,user_6147,3,1,confirmé,True,51,22,1,302.0,0,réussi,USA,Tunis,True,2,1,1,0,tempmail.com,True,0,2025-03-20,08:12:33.650127
res_537817,user_5552,1,1,confirmé,False,81,5,1,244.45,0,réussi,USA,Paris,True,3,0,0,0,gmail.com,False,0,2024-10-04,08:30:20.731207
res_172831,user_4963,1,1,confirmé,True,31,9,6,280.59,0,réussi,Germany,New York,False,5,0,1,0,gmail.com,False,0,2025-06-02,02:22:34.738610
res_874212,user_3338,3,1,confirmé,True,30,4,7,476.96,0,réussi,France,Tunis,True,2,0,0,1,gmail.com,False,0,2024-10-11,17:34:54.646365
res_859293,user_2002,2,2,confirmé,False,42,4,2,300.28,0,réussi,USA,Paris,True,1,0,0,0,gmail.com,False,0,2024-11-19,16:36:42.669439
res_535060,user_2095,1,1,annulé,True,46,4,1,51.94,0,réussi,Germany,New York,True,5,0,0,0,hotmail.com,False,0,2024-11-16,19:25:50.674247
res_603813,user_5514,3,1,confirmé,False,26,17,4,440.77,0,réussi,France,Tunis,False,3,0,0,0,yahoo.com,False,0,2025-02-12,17:38:43.692824
res_159631,user_1353,2,1,confirmé,True,34,24,7,331.86,0,réussi,USA,Tunis,True,2,1,1,0,tempmail.com,True,0,2025-01-27,04:45:17.680291
res_431438,user_2953,2,1,confirmé,True,68,6,7,527.03,0,réussi,Morocco,Tunis,False,2,0,0,0,hotmail.com,False,0,2025-05-06,15:39:09.682280
res_100097,user_7997,3,3,confirmé,False,63,5,4,527.78,0,réussi,Germany,New York,True,1,1,0,0,hotmail.com,False,0,2025-02-21,21:17:10.649033
res_956210,user_3608,3,1,confirmé,True,53,17,1,692.09,0,réussi,Morocco,Paris,False,5,0,0,0,gmail.com,False,0,2025-05-08,06:18:09.722053
res_449339,user_9892,1,1,confirmé,True,25,9,5,203.7,0,réussi,Tunisia,Paris,False,1,1,0,0,hotmail.com,False,0,2025-03-28,07:29:30.712622
res_742940,user_6231,2,2,en attente,True,38,9,2,133.2,0,réussi,Germany,Berlin,False,1,0,0,0,gmail.com,False,0,2025-02-14,17:48:37.661906
res_148218,user_8289,1,1,annulé,False,7,24,1,275.71,0,réussi,USA,Paris,False,2,0,0,0,gmail.com,False,0,2024-08-22,14:49:34.718394
res_930559,user_2585,1,1,confirmé,False,89,1,2,297.64,0,réussi,Morocco,New York,True,2,1,0,0,hotmail.com,False,0,2024-11-06,15:31:22.715681
res_185247,user_2142,3,1,en attente,True,82,19,5,162.19,0,réussi,France,Paris,False,1,0,0,0,gmail.com,False,0,2025-07-21,00:37:30.729955
res_221515,user_4442,3,1,confirmé,True,53,11,3,270.35,0,réussi,France,Casablanca,False,3,0,0,1,yahoo.com,False,0,2024-09-21,01:23:44.700725
res_545327,user_2450,2,1,confirmé,False,77,22,6,453.14,0,réussi,Morocco,Paris,True,3,2,0,0,hotmail.com,False,0,2024-12-21,05:07:23.663803
res_187031,user_3985,2,2,en attente,True,43,29,1,361.54,0,réussi,France,Berlin,False,2,0,0,0,hotmail.com,False,0,2024-08-25,08:12:45.656527
res_320148,user_7940,3,1,confirmé,True,86,18,3,365.35,0,réussi,France,Tunis,True,1,0,0,1,gmail.com,False,0,2024-08-11,11:28:41.701292
res_920291,user_3847,1,1,confirmé,True,86,29,1,239.95,0,réussi,Tunisia,Casablanca,False,4,0,1,0,gmail.com,False,0,2025-06-11,19:07:14.680197
res_759100,user_5267,2,2,en attente,True,53,20,7,198.42,0,réussi,France,New York,True,2,0,1,0,hotmail.com,False,0,2025-01-14,17:27:19.740659
res_920087,user_1210,1,1,confirmé,False,62,12,1,50.51,0,réussi,Tunisia,New York,True,5,1,0,0,hotmail.com,False,0,2025-05-23,14:29:33.709630
res_155040,user_2641,2,2,annulé,True,69,11,3,125.38,0,réussi,France,Tunis,True,2,6,2,2,tempmail.com,True,1,2025-07-06,14:10:34.634225
res_234469,user_6378,2,2,confirmé,False,23,9,4,511.56,0,réussi,France,New York,True,3,0,0,1,yahoo.com,False,0,2024-11-17,18:55:41.736021
res_713457,user_5717,1,1,confirmé,True,24,19,1,282.03,0,réussi,Tunisia,New York,False,4,1,0,0,gmail.com,False,0,2025-04-30,08:45:27.697142
res_594871,user_7860,1,1,confirmé,False,97,17,4,259.77,0,réussi,Germany,Casablanca,False,1,0,1,0,gmail.com,False,0,2024-09-10,10:52:28.736802
res_616554,user_2902,1,1,confirmé,False,72,21,4,79.17,1,échoué,Tunisia,Berlin,False,4,0,3,2,tempmail.com,True,1,2025-07-18,00:19:57.632831
res_490963,user_5634,2,1,en attente,True,44,19,5,453.81,0,réussi,Morocco,Paris,True,2,3,1,2,gmail.com,False,1,2025-07-26,08:42:21.633436
res_972210,user_7144,3,3,confirmé,True,17,6,5,507.83,0,réussi,Tunisia,Tunis,False,5,0,1,0,gmail.com,False,0,2024-11-11,22:08:08.647031
res_660380,user_6761,1,1,annulé,True,13,20,1,117.86,0,réussi,Morocco,New York,False,3,2,4,2,mailinator.com,True,1,2025-08-06,11:08:36.639655
res_203056,user_8500,3,1,annulé,True,41,15,2,497.29,0,réussi,Germany,Tunis,True,4,0,0,0,hotmail.com,False,0,2025-02-06,02:08:54.739450
res_529635,user_8617,2,2,confirmé,False,48,26,5,393.61,0,réussi,USA,Casablanca,True,2,0,0,0,gmail.com,False,0,2025-05-26,03:37:10.646778
res_781170,user_4340,1,1,confirmé,True,15,3,6,172.2,0,réussi,France,Tunis,False,1,0,0,1,gmail.com,False,0,2024-10-12,13:32:39.680323
res_987852,user_9097,1,1,confirmé,False,21,9,6,275.09,0,réussi,Tunisia,New York,True,2,0,0,0,gmail.com,False,0,2025-01-31,09:44:41.686289
res_113794,user_8248,1,1,annulé,True,85,30,5,260.14,0,réussi,Morocco,Paris,True,5,1,0,0,hotmail.com,False,0,2025-01-01,05:15:16.708733
res_665096,user_1420,3,1,confirmé,True,29,9,5,682.66,0,réussi,Germany,Casablanca,True,4,1,0,0,yahoo.com,False,0,2024-11-07,21:28:13.712475
res_619068,user_9861,1,1,confirmé,True,45,12,7,223.71,0,réussi,Morocco,Tunis,False,1,0,0,0,gmail.com,False,0,2024-11-01,06:31:05.725171
res_865160,user_4350,1,1,en attente,True,49,21,2,229.95,0,réussi,USA,Berlin,False,2,0,0,0,gmail.com,False,0,2024-08-17,20:26:11.674856
res_552225,user_3679,3,2,confirmé,True,89,7,2,164.91,0,réussi,Tunisia,New York,True,5,2,0,0,gmail.com,False,0,2025-04-02,06:49:58.669382
res_830132,user_7821,2,2,confirmé,True,76,7,5,586.15,0,réussi,Germany,Casablanca,False,1,6,0,1,mailinator.com,True,1,2025-07-24,01:24:06.634664
res_220306,user_5921,2,2,confirmé,True,48,30,7,167.0,0,réussi,USA,New York,True,4,0,0,0,mailinator.com,True,0,2025-01-05,00:31:23.673406
res_436549,user_1554,1,1,annulé,True,53,28,5,116.52,0,réussi,Germany,Casablanca,False,4,2,0,0,gmail.com,False,0,2025-05-27,18:46:18.687847
res_827274,user_7820,1,1,annulé,False,95,15,0,243.73,0,réussi,Tunisia,Casablanca,False,5,2,0,0,gmail.com,False,0,2025-02-11,16:48:19.714327
res_526489,user_4406,2,1,en attente,True,7,25,0,457.14,0,réussi,Morocco,Berlin,True,5,1,0,1,gmail.com,False,0,2024-10-12,17:25:33.649305
